Number,Draw Date,Prize Group
4763,2004-09-01,Starter Prize
4763,2002-12-08,Starter Prize
4763,1998-01-03,Second Prize
4763,1992-05-23,Starter Prize
4764,2025-01-04,Starter Prize
4764,2015-09-23,First Prize
4764,2013-12-15,Starter Prize
4764,2013-09-25,Consolation Prize
4764,2010-07-14,Starter Prize
4764,2007-07-01,Starter Prize
4764,2005-07-20,Starter Prize
4764,2003-11-02,Starter Prize
4764,1995-03-26,Consolation Prize
4764,1994-04-09,Consolation Prize
4764,1986-09-20,Starter Prize
4765,2024-04-10,Starter Prize
4765,2021-12-19,Starter Prize
4765,2018-12-08,Consolation Prize
4765,2018-03-03,Starter Prize
4765,2017-08-19,Starter Prize
4765,2016-01-27,Starter Prize
4765,2014-10-25,Starter Prize
4765,2012-05-19,Consolation Prize
4765,2012-02-29,Starter Prize
4765,2003-01-01,Consolation Prize
4765,1989-11-26,Third Prize
4765,1988-03-27,Starter Prize
4766,2019-11-06,Starter Prize
4766,2018-05-02,Consolation Prize
4766,2014-07-09,Starter Prize
4766,2014-05-21,Consolation Prize
4766,2014-01-04,Third Prize
4766,2012-12-12,Third Prize
4766,2012-04-07,Starter Prize
4766,2009-01-10,Starter Prize
4766,2006-09-16,Starter Prize
4766,2003-08-24,Consolation Prize
4766,1999-05-02,Starter Prize
4766,1997-01-26,Starter Prize
4766,1992-02-15,Consolation Prize
4766,1991-10-05,Starter Prize
4767,2025-11-08,Consolation Prize
4767,2025-01-11,Starter Prize
4767,2022-03-13,Consolation Prize
4767,2021-03-24,Consolation Prize
4767,2020-12-05,Starter Prize
4767,2010-01-10,Second Prize
4767,2009-09-23,Consolation Prize
4767,2006-02-04,Consolation Prize
4767,1999-02-28,Consolation Prize
4767,1995-02-19,Starter Prize
4767,1994-01-02,Consolation Prize
4767,1992-06-20,Starter Prize
4767,1992-01-12,Starter Prize
4768,2025-10-29,Starter Prize
4768,2022-02-19,Starter Prize
4768,2014-02-23,Starter Prize
4768,2012-10-24,Starter Prize
4768,2012-07-07,Third Prize
4768,2009-10-21,Consolation Prize
4768,2007-06-03,Consolation Prize
4768,2006-12-27,Starter Prize
4768,2004-08-22,Starter Prize
4768,2000-09-13,Consolation Prize
4768,1998-04-19,Starter Prize
4768,1996-11-16,Consolation Prize
4768,1996-06-09,Consolation Prize
4768,1996-05-04,Starter Prize
4768,1993-07-25,First Prize
4768,1993-05-15,Consolation Prize
4769,2024-09-21,Consolation Prize
4769,2024-09-04,Starter Prize
4769,2023-04-05,Consolation Prize
4769,2013-09-11,Consolation Prize
4769,2004-09-04,Starter Prize
4769,2003-07-23,Consolation Prize
4769,1998-12-20,Starter Prize
4769,1998-12-12,Starter Prize
4769,1997-04-27,Starter Prize
4769,1995-06-04,Starter Prize
4769,1990-03-11,Consolation Prize
4769,1988-05-08,Starter Prize
4769,1987-07-25,Second Prize
4769,1987-04-19,Consolation Prize
4770,2023-03-19,Consolation Prize
4770,2022-06-11,Starter Prize
4770,2021-01-30,Consolation Prize
4770,2019-09-22,Starter Prize
4770,2014-04-02,Second Prize
4770,2008-11-09,Starter Prize
4770,2008-08-23,Starter Prize
4770,2006-10-28,Consolation Prize
4770,2006-09-23,Consolation Prize
4770,2006-07-01,First Prize
4770,2005-03-12,Consolation Prize
4770,2004-04-25,Starter Prize
4770,1994-10-15,Starter Prize
4770,1994-01-16,Consolation Prize
4770,1989-09-16,Consolation Prize
4771,2025-09-06,Consolation Prize
4771,2023-05-14,Consolation Prize
4771,2022-11-23,Consolation Prize
4771,2022-03-20,Consolation Prize
4771,2021-06-26,Starter Prize
4771,2020-08-30,Starter Prize
4771,2018-10-14,Consolation Prize
4771,2018-05-23,Consolation Prize
4771,2018-04-08,Consolation Prize
4771,2011-07-10,Third Prize
4771,2009-06-17,Starter Prize
4771,2003-11-16,Starter Prize
4771,1993-06-13,Starter Prize
4771,1989-05-28,Starter Prize
4771,1987-03-01,Consolation Prize
4772,2022-06-15,Starter Prize
4772,2019-09-04,Consolation Prize
4772,2015-11-01,Starter Prize
4772,2011-06-15,Third Prize
4772,2011-05-04,Starter Prize
4772,2007-02-11,Consolation Prize
4772,2004-07-07,Starter Prize
4772,2000-12-27,First Prize
4772,2000-03-26,Consolation Prize
4772,1997-10-26,Starter Prize
4772,1996-01-14,Starter Prize
4772,1993-08-08,Starter Prize
4772,1991-04-28,Consolation Prize
4773,2022-04-06,Consolation Prize
4773,2014-12-17,Starter Prize
4773,2014-11-30,Starter Prize
4773,2007-10-24,Starter Prize
4773,2005-12-04,Consolation Prize
4773,2001-02-04,Starter Prize
4773,1991-10-12,Consolation Prize
4774,2021-07-24,Starter Prize
4774,2021-07-14,Consolation Prize
4774,2021-05-29,Starter Prize
4774,2011-12-14,Starter Prize
4774,2009-07-12,Consolation Prize
4774,2001-05-19,Starter Prize
4774,2000-05-21,Consolation Prize
4774,1997-01-19,Starter Prize
4775,2024-06-23,Consolation Prize
4775,2023-08-13,Consolation Prize
4775,2021-06-06,Consolation Prize
4775,2017-02-22,Starter Prize
4775,2011-11-16,Third Prize
4775,2005-09-18,Consolation Prize
4775,2001-08-01,Consolation Prize
4775,2001-06-27,Starter Prize
4775,1992-08-30,Starter Prize
4775,1988-09-10,Second Prize
4776,2022-07-09,Second Prize
4776,2021-06-13,Consolation Prize
4776,2019-05-01,Starter Prize
4776,2018-07-21,Consolation Prize
4776,2015-08-29,Starter Prize
4776,2014-11-09,Consolation Prize
4776,2010-05-12,Starter Prize
4776,2007-12-02,Consolation Prize
4776,2004-11-21,Starter Prize
4776,2004-11-20,Consolation Prize
4776,2002-12-21,Third Prize
4776,1999-08-28,Starter Prize
4776,1998-07-25,Consolation Prize
4776,1995-02-25,Consolation Prize
4776,1993-09-12,Starter Prize
4777,2024-07-31,Starter Prize
4777,2021-10-23,Third Prize
4777,2020-10-14,Consolation Prize
4777,2014-10-15,Starter Prize
4777,2013-12-25,Consolation Prize
4777,2013-06-05,Starter Prize
4777,2013-04-06,Starter Prize
4777,2006-07-26,Starter Prize
4777,2002-10-05,Consolation Prize
4777,2002-08-03,Consolation Prize
4777,2001-07-29,Consolation Prize
4777,1995-08-13,Consolation Prize
4777,1990-05-12,Second Prize
4777,1990-04-14,Starter Prize
4778,2025-06-21,Second Prize
4778,2023-10-21,Consolation Prize
4778,2021-06-30,Starter Prize
4778,2020-09-30,Consolation Prize
4778,2019-10-13,Consolation Prize
4778,2017-12-31,Consolation Prize
4778,2014-04-19,Consolation Prize
4778,2013-08-18,Starter Prize
4778,2009-05-31,Consolation Prize
4778,2003-03-22,Starter Prize
4778,1994-11-02,First Prize
4778,1993-10-23,Starter Prize
4778,1988-02-21,Consolation Prize
4778,1988-01-10,Second Prize
4779,2025-10-12,Starter Prize
4779,2017-10-01,Consolation Prize
4779,2014-12-24,Consolation Prize
4779,2012-05-27,Starter Prize
4779,2012-03-21,Starter Prize
4779,2011-12-31,Consolation Prize
4779,2010-02-13,Starter Prize
4779,2007-09-08,Consolation Prize
4779,2004-09-05,Third Prize
4779,1998-09-05,Third Prize
4779,1997-02-23,Consolation Prize
4779,1994-06-26,Consolation Prize
4779,1989-11-04,Consolation Prize
4780,2023-07-09,Starter Prize
4780,2022-04-24,Starter Prize
4780,2018-06-06,Starter Prize
4780,2012-11-17,Starter Prize
4780,2012-08-08,Starter Prize
4780,2006-07-08,Starter Prize
4780,2000-07-15,Consolation Prize
4780,1996-05-26,Starter Prize
4780,1987-01-17,Third Prize
4780,1986-10-26,Consolation Prize
4781,2025-12-31,Consolation Prize
4781,2023-09-02,Consolation Prize
4781,2022-06-04,Starter Prize
4781,2019-10-05,Consolation Prize
4781,2019-03-24,First Prize
4781,2017-07-08,Consolation Prize
4781,2017-01-29,Consolation Prize
4781,2007-11-25,Starter Prize
4781,2003-06-15,Consolation Prize
4781,2003-02-15,Consolation Prize
4781,2002-10-16,Consolation Prize
4781,2000-04-02,Starter Prize
4781,1990-07-07,Consolation Prize
4781,1988-08-21,Consolation Prize
4782,2025-11-23,Consolation Prize
4782,2024-08-14,Starter Prize
4782,2022-10-01,Starter Prize
4782,2020-09-05,Consolation Prize
4782,2011-06-19,Third Prize
4782,2010-01-10,Starter Prize
4782,1998-05-16,First Prize
4782,1998-05-06,Starter Prize
4782,1997-08-31,Starter Prize
4783,2021-09-01,Starter Prize
4783,2019-11-27,First Prize
4783,2013-02-27,Consolation Prize
4783,1999-11-21,Starter Prize
4783,1999-05-05,First Prize
4783,1999-01-24,Starter Prize
4783,1989-07-30,Consolation Prize
4784,2025-09-03,Consolation Prize
4784,2025-03-16,Starter Prize
4784,2018-04-07,Starter Prize
4784,2009-06-20,Third Prize
4784,2008-06-21,Starter Prize
4784,2007-03-07,Consolation Prize
4784,2004-05-15,Consolation Prize
4784,2001-11-28,First Prize
4784,1998-01-31,Second Prize
4784,1995-10-15,Consolation Prize
4784,1990-10-21,Starter Prize
4785,2026-01-17,Consolation Prize
4785,2023-09-30,Consolation Prize
4785,2023-01-22,Starter Prize
4785,2021-10-20,Starter Prize
4785,2015-02-07,Starter Prize
4785,2014-10-12,Consolation Prize
4785,2014-07-06,Starter Prize
4785,2013-08-21,Consolation Prize
4785,2013-03-20,Starter Prize
4785,2011-11-16,Second Prize
4785,2011-06-08,Consolation Prize
4785,2007-07-21,Starter Prize
4785,2007-07-04,Starter Prize
4785,2006-07-22,Starter Prize
4785,2005-10-30,Starter Prize
4785,2005-05-14,Consolation Prize
4785,2002-04-27,Second Prize
4785,2001-10-21,Starter Prize
4785,2001-01-06,First Prize
4785,2000-08-13,Consolation Prize
4785,1999-08-21,Consolation Prize
4785,1998-08-05,Consolation Prize
4785,1997-11-23,Consolation Prize
4785,1991-02-10,Starter Prize
4785,1989-05-14,Consolation Prize
4785,1988-05-21,Starter Prize
4785,1987-06-28,Starter Prize
4786,2021-11-14,Starter Prize
4786,2020-09-02,Third Prize
4786,2014-08-13,Consolation Prize
4786,2013-01-20,Starter Prize
4786,2011-09-03,Second Prize
4786,2004-07-04,Consolation Prize
4786,2000-10-25,Starter Prize
4787,2025-07-27,Consolation Prize
4787,2023-12-27,Consolation Prize
4787,2018-04-01,Consolation Prize
4787,2017-10-21,Consolation Prize
4787,2016-10-23,Consolation Prize
4787,2016-06-18,Starter Prize
4787,2012-10-17,Starter Prize
4787,2009-01-28,Consolation Prize
4787,2005-12-31,Consolation Prize
4787,2004-08-18,Starter Prize
4787,2003-07-05,Starter Prize
4787,2002-10-16,Consolation Prize
4787,1999-07-24,Starter Prize
4788,2022-08-21,Consolation Prize
4788,2022-05-14,Consolation Prize
4788,2021-01-24,Starter Prize
4788,2016-03-05,Consolation Prize
4788,2014-06-18,Consolation Prize
4788,2011-12-24,Consolation Prize
4788,2009-07-12,Starter Prize
4788,2009-04-15,Consolation Prize
4788,2007-06-03,Starter Prize
4788,1999-09-11,Consolation Prize
4788,1997-10-19,Starter Prize
4788,1992-08-01,First Prize
4789,2024-09-14,Starter Prize
4789,2023-01-18,Consolation Prize
4789,2011-08-06,Starter Prize
4789,2010-10-06,Starter Prize
4789,2008-12-21,Consolation Prize
4789,2000-05-14,First Prize
4789,1993-02-07,Starter Prize
4789,1986-06-01,Starter Prize
4790,2026-01-17,Consolation Prize
4790,2025-11-23,Consolation Prize
4790,2021-10-31,Consolation Prize
4790,2015-07-25,Starter Prize
4790,2014-09-06,Starter Prize
4790,2009-05-06,Starter Prize
4790,2002-09-28,Consolation Prize
4790,2001-04-11,Consolation Prize
4790,1999-12-12,First Prize
4790,1995-04-16,Starter Prize
4790,1994-07-23,Starter Prize
4790,1991-05-18,Second Prize
4791,2016-05-07,Consolation Prize
4791,2009-06-27,Consolation Prize
4791,2009-03-25,Starter Prize
4791,2009-01-04,Consolation Prize
4791,2007-05-02,Third Prize
4791,2005-08-10,Starter Prize
4791,2003-02-15,Starter Prize
4791,1997-07-19,Starter Prize
4791,1992-11-28,Starter Prize
4791,1991-04-06,Starter Prize
4791,1991-03-30,Consolation Prize
4791,1987-08-30,Consolation Prize
4792,2025-04-09,Starter Prize
4792,2024-06-19,First Prize
4792,2018-10-06,Starter Prize
4792,2014-10-18,Starter Prize
4792,2014-10-12,Starter Prize
4792,2014-04-02,First Prize
4792,2010-12-22,Consolation Prize
4792,2007-03-07,Starter Prize
4792,2004-03-13,Starter Prize
4792,2000-06-24,Third Prize
4792,1994-02-19,Starter Prize
4792,1992-05-30,Starter Prize
4793,2025-06-11,Starter Prize
4793,2024-10-06,Starter Prize
4793,2020-03-22,Starter Prize
4793,2014-05-31,Consolation Prize
4793,2013-04-07,Starter Prize
4793,2011-06-19,Starter Prize
4793,2010-06-06,First Prize
4793,2006-06-11,Starter Prize
4793,1998-01-03,Consolation Prize
4793,1997-10-12,Starter Prize
4793,1995-03-18,Consolation Prize
4793,1994-01-16,Consolation Prize
4793,1993-12-19,Starter Prize
4793,1991-12-14,Consolation Prize
4794,2024-09-14,Starter Prize
4794,2023-07-12,Consolation Prize
4794,2020-12-02,Consolation Prize
4794,2018-11-14,Consolation Prize
4794,2008-03-15,Starter Prize
4794,2004-05-22,Starter Prize
4794,2003-10-29,Starter Prize
4794,2003-09-07,Consolation Prize
4794,1996-12-22,Starter Prize
4794,1995-12-31,Consolation Prize
4794,1993-04-10,Consolation Prize
4794,1991-12-15,Consolation Prize
4794,1990-07-07,Starter Prize
4794,1988-12-31,Consolation Prize
4795,2024-05-29,Starter Prize
4795,2023-10-18,Starter Prize
4795,2016-12-28,Starter Prize
4795,2009-10-21,Starter Prize
4795,2009-07-08,Consolation Prize
4795,2009-06-03,Starter Prize
4795,2009-05-23,Starter Prize
4795,2008-02-27,Starter Prize
4795,2006-09-27,Third Prize
4795,1998-05-02,Starter Prize
4795,1996-05-11,Third Prize
4795,1989-02-19,Consolation Prize
4795,1988-09-11,Starter Prize
4796,2019-12-14,Consolation Prize
4796,2014-09-28,Starter Prize
4796,2014-04-30,Starter Prize
4796,2012-06-13,Starter Prize
4796,2007-07-14,Starter Prize
4796,2004-06-16,Starter Prize
4796,2002-06-12,Consolation Prize
4796,2001-08-12,Starter Prize
4796,2001-01-25,Starter Prize
4796,2000-06-17,Starter Prize
4796,1996-04-21,Starter Prize
4796,1993-07-18,Starter Prize
4796,1989-11-11,Consolation Prize
4796,1987-01-24,Starter Prize
4797,2025-02-26,Consolation Prize
4797,2021-04-21,Starter Prize
4797,2017-10-25,First Prize
4797,2014-01-29,Starter Prize
4797,2013-07-06,Consolation Prize
4797,2012-09-02,Starter Prize
4797,2011-09-11,Consolation Prize
4797,2010-09-01,Starter Prize
4797,2003-04-27,Starter Prize
4797,2003-04-12,Starter Prize
4797,2000-11-29,Second Prize
4797,1994-12-04,Consolation Prize
4797,1986-08-10,Consolation Prize
4798,2025-05-28,Starter Prize
4798,2023-06-10,Consolation Prize
4798,2023-03-12,Starter Prize
4798,2021-04-18,Starter Prize
4798,2019-09-21,Starter Prize
4798,2013-09-18,Consolation Prize
4798,2012-11-18,Starter Prize
4798,2010-09-04,Consolation Prize
4798,2007-01-03,Second Prize
4798,2006-10-22,First Prize
4798,2002-05-29,Starter Prize
4798,2001-10-17,Starter Prize
4798,2001-01-28,Consolation Prize
4798,1998-03-28,Consolation Prize
4798,1993-04-04,Consolation Prize
4799,2021-12-11,Starter Prize
4799,2018-10-27,Consolation Prize
4799,2017-08-19,Consolation Prize
4799,2016-11-23,Starter Prize
4799,2016-06-12,Consolation Prize
4799,2007-01-20,Consolation Prize
4799,2006-08-09,Consolation Prize
4799,2001-03-18,Consolation Prize
4799,2000-02-26,Consolation Prize
4799,1996-10-26,Consolation Prize
4799,1996-02-04,Third Prize
4799,1987-12-27,Starter Prize
4799,1987-02-07,Consolation Prize
4800,2018-03-03,Second Prize
4800,2007-11-25,Consolation Prize
4800,2005-01-30,Consolation Prize
4800,2004-07-17,Consolation Prize
4800,1989-01-08,Consolation Prize
4800,1987-06-21,Consolation Prize
4801,2024-11-03,Third Prize
4801,2021-10-02,Consolation Prize
4801,2012-08-04,Starter Prize
4801,2002-01-09,Consolation Prize
4801,2001-03-03,Consolation Prize
4801,2001-01-21,Starter Prize
4801,2000-03-26,Starter Prize
4801,1998-02-04,Starter Prize
4801,1990-10-27,Starter Prize
4801,1987-05-16,Consolation Prize
4801,1987-01-10,Consolation Prize
4802,2025-07-19,First Prize
4802,2024-12-18,Consolation Prize
4802,2023-11-29,Starter Prize
4802,2022-08-28,First Prize
4802,2018-10-13,Starter Prize
4802,2016-11-16,Consolation Prize
4802,2015-04-01,Starter Prize
4802,2014-06-08,Consolation Prize
4802,2010-09-29,Consolation Prize
4802,2007-01-10,Starter Prize
4802,2001-09-19,First Prize
4802,1993-01-10,Consolation Prize
4803,2007-12-19,Starter Prize
4803,2005-04-20,Consolation Prize
4803,2002-04-28,Starter Prize
4803,1998-09-05,Starter Prize
4803,1995-02-05,Starter Prize
4803,1994-07-31,Consolation Prize
4803,1993-01-10,Consolation Prize
4803,1990-12-22,Starter Prize
4803,1990-03-10,Second Prize
4803,1989-12-03,Starter Prize
4804,2025-05-24,Third Prize
4804,2015-05-31,Starter Prize
4804,2015-01-28,Starter Prize
4804,2005-12-14,Starter Prize
4804,1995-12-03,Consolation Prize
4804,1993-10-17,Starter Prize
4805,2025-12-03,Consolation Prize
4805,2024-06-02,Starter Prize
4805,2017-04-26,Consolation Prize
4805,2000-07-05,Consolation Prize
4805,1999-07-31,Starter Prize
4805,1998-11-22,Starter Prize
4805,1997-04-20,Consolation Prize
4805,1996-11-30,Starter Prize
4805,1996-05-11,Starter Prize
4805,1990-04-29,First Prize
4805,1990-01-07,Consolation Prize
4805,1989-04-30,Starter Prize
4806,2010-08-28,Starter Prize
4806,2010-01-24,Starter Prize
4806,2006-03-18,Starter Prize
4806,2001-09-02,Consolation Prize
4806,2001-05-26,Starter Prize
4806,1999-09-12,Starter Prize
4806,1992-10-25,Consolation Prize
4806,1991-11-23,Consolation Prize
4807,2026-01-07,First Prize
4807,2025-08-17,Starter Prize
4807,2022-12-17,Starter Prize
4807,2016-02-17,Consolation Prize
4807,2015-04-12,Starter Prize
4807,2015-03-11,Consolation Prize
4807,2015-02-04,Starter Prize
4807,2011-07-09,Consolation Prize
4807,2010-09-22,Starter Prize
4807,2010-02-17,Starter Prize
4807,2006-06-25,Starter Prize
4807,2006-03-05,Starter Prize
4807,2004-07-10,Consolation Prize
4807,2002-07-31,Starter Prize
4807,2001-04-15,Third Prize
4807,2001-01-17,Second Prize
4807,1998-09-19,Consolation Prize
4807,1989-08-27,Starter Prize
4807,1989-01-22,Consolation Prize
4808,2024-12-08,Consolation Prize
4808,2023-09-17,Consolation Prize
4808,2021-11-17,Starter Prize
4808,2012-01-07,Starter Prize
4808,2005-01-09,Starter Prize
4808,1996-11-23,Starter Prize
4808,1995-11-26,Consolation Prize
4808,1995-05-03,Consolation Prize
4808,1994-06-11,Starter Prize
4808,1993-10-16,Starter Prize
4809,2023-03-01,Starter Prize
4809,2021-05-15,Second Prize
4809,2018-05-05,Consolation Prize
4809,2013-10-19,Third Prize
4809,2009-12-23,Starter Prize
4809,2009-11-11,Consolation Prize
4809,2008-10-15,Starter Prize
4809,2006-10-25,Consolation Prize
4809,2005-03-16,Consolation Prize
4809,2002-08-11,Starter Prize
4809,1996-12-15,Starter Prize
4809,1988-05-28,Starter Prize
4809,1986-08-10,Consolation Prize
4810,2023-10-21,Starter Prize
4810,2023-05-17,Consolation Prize
4810,2018-09-15,Consolation Prize
4810,2018-04-08,First Prize
4810,2016-02-10,Consolation Prize
4810,2016-02-06,Starter Prize
4810,2015-08-12,Starter Prize
4810,2015-06-03,Consolation Prize
4810,2014-06-04,Starter Prize
4810,2011-02-16,Starter Prize
4810,2009-10-18,Consolation Prize
4810,2007-10-27,Consolation Prize
4810,2002-10-09,Third Prize
4810,1998-03-04,Starter Prize
4810,1993-10-24,Starter Prize
4810,1990-08-11,Consolation Prize
4810,1989-04-15,Third Prize
4811,2023-01-11,Consolation Prize
4811,2019-10-19,Starter Prize
4811,2018-12-30,Starter Prize
4811,2018-10-03,Consolation Prize
4811,2012-04-25,Consolation Prize
4811,2010-10-23,Starter Prize
4811,2009-10-11,Consolation Prize
4811,2007-11-17,Second Prize
4811,2005-03-12,Starter Prize
4811,2004-02-28,Starter Prize
4811,1997-01-25,Consolation Prize
4811,1996-10-27,Consolation Prize
4811,1992-03-29,Starter Prize
4811,1991-05-18,Consolation Prize
4811,1990-12-16,Starter Prize
4812,2022-03-09,Consolation Prize
4812,2015-10-07,Starter Prize
4812,2015-04-01,Starter Prize
4812,2014-09-17,Consolation Prize
4812,2010-12-11,Starter Prize
4812,2007-12-23,Consolation Prize
4812,2004-05-19,Consolation Prize
4812,1999-12-18,Starter Prize
4812,1997-04-06,Starter Prize
4812,1994-04-30,Starter Prize
4812,1992-12-27,Consolation Prize
4813,2024-12-15,Starter Prize
4813,2024-10-27,Starter Prize
4813,2021-07-21,Second Prize
4813,2017-08-30,Third Prize
4813,2017-05-27,Consolation Prize
4813,2017-02-25,Second Prize
4813,2015-07-04,Consolation Prize
4813,2012-09-15,Consolation Prize
4813,1998-08-29,Starter Prize
4813,1997-11-22,Consolation Prize
4813,1996-09-07,Consolation Prize
4813,1992-07-05,Starter Prize
4813,1988-02-13,Consolation Prize
4814,2021-11-03,Consolation Prize
